t11,t12,t13,t14,t15,t21,t22,t23,t24,t25
Sett,Nidalee,Syndra,Aphelios,Lulu,Aatrox,Graves,Orianna,Ezreal,Yuumi
Ornn,Olaf,Rumble,Aphelios,Thresh,Aatrox,Graves,Syndra,Ashe,Sett
Ornn,LeeSin,Leblanc,Aphelios,Leona,Poppy,Karthus,Pantheon,Kalista,Nautilus
Ornn,LeeSin,Karma,Ashe,Braum,Renekton,RekSai,Orianna,Aphelios,Blitzcrank
Gangplank,Nidalee,Camille,Kaisa,Sett,Renekton,Trundle,Orianna,Varus,Thresh
Ornn,Sett,Karma,Xayah,Rakan,Kayle,Graves,Galio,Ashe,TahmKench
Renekton,Graves,Karma,Kaisa,Sett,Jayce,RekSai,Syndra,Ezreal,Braum
Jayce,Olaf,TwistedFate,Syndra,Blitzcrank,Ornn,Trundle,Corki,Kalista,Thresh
Jayce,Nidalee,TwistedFate,Aphelios,Thresh,Renekton,Graves,Kassadin,Ezreal,Bard
Sylas,LeeSin,Akali,Aphelios,TahmKench,Ornn,Trundle,Azir,MissFortune,Braum
Mordekaiser,LeeSin,Aatrox,Varus,Thresh,Renekton,Trundle,Galio,Sivir,Nautilus
Ornn,Graves,Galio,Aphelios,Bard,Aatrox,JarvanIV,Corki,Ezreal,Yuumi
Ornn,Kindred,Zoe,Aphelios,Yuumi,Aatrox,Graves,Orianna,Ashe,Thresh
Shyvana,Nocturne,Orianna,Aphelios,Karma,MonkeyKing,Trundle,Syndra,Ezreal,Sett
Aatrox,Sett,Karma,Ashe,Pyke,Jayce,Trundle,Zoe,Ezreal,Thresh
MonkeyKing,RekSai,Galio,Aphelios,Thresh,Sylas,Trundle,Syndra,Ashe,Nautilus
Kennen,Olaf,Azir,Ezreal,Nautilus,Renekton,Trundle,Syndra,Sivir,Leona
Renekton,Nidalee,Yasuo,Caitlyn,Morgana,Aatrox,Ekko,Pantheon,Ashe,TahmKench
Chogath,Graves,Ekko,Aphelios,Braum,Aatrox,RekSai,Azir,Kalista,Taric
Ornn,Graves,Zoe,Varus,Soraka,Aatrox,Sett,Azir,Aphelios,Karma
Jax,Ekko,Sett,Aphelios,Thresh,Jayce,Graves,MonkeyKing,Veigar,Bard
Vladimir,LeeSin,TwistedFate,Ezreal,Leona,Ornn,Kindred,Azir,Aphelios,Braum
Malphite,Trundle,Syndra,Varus,Alistar,MonkeyKing,Karthus,Pantheon,Senna,Nautilus
Sett,LeeSin,Syndra,Aphelios,Karma,MonkeyKing,RekSai,Zoe,Ashe,Braum
MonkeyKing,Karthus,Galio,Caitlyn,Morgana,Renekton,Kindred,Karma,Ezreal,Yuumi
Ornn,RekSai,Syndra,Aphelios,Leona,Vladimir,Graves,Fizz,Jayce,Karma
Mordekaiser,Graves,Qiyana,Syndra,Nautilus,Aatrox,Nidalee,Galio,Kalista,Thresh
Ornn,Trundle,Orianna,Aphelios,Thresh,Mordekaiser,Graves,Cassiopeia,Sivir,Karma
MonkeyKing,Kindred,Syndra,Ashe,Taric,Darius,Olaf,Karma,Aphelios,Sett
MonkeyKing,Trundle,Azir,Aphelios,Braum,Renekton,Ekko,Irelia,MissFortune,Sett
MonkeyKing,Nidalee,Ryze,Kalista,Taric,Ornn,Graves,Viktor,Senna,Sett
Ornn,Graves,Syndra,Ezreal,Braum,Aatrox,Olaf,Karma,Aphelios,Galio
Mordekaiser,Trundle,Orianna,Varus,Zilean,Ornn,Olaf,Lucian,Ezreal,Yuumi
Sett,LeeSin,Fizz,Ezreal,Blitzcrank,Ornn,Graves,Zoe,Varus,TahmKench
Gangplank,LeeSin,Zoe,Ezreal,Thresh,Kayle,Trundle,Azir,Aphelios,Braum
Darius,Elise,Pantheon,MissFortune,Thresh,Aatrox,Sejuani,Zoe,Varus,TahmKench
Aatrox,LeeSin,Azir,Aphelios,Thresh,Jayce,Olaf,Leblanc,Ezreal,Yuumi
Maokai,LeeSin,Azir,Aphelios,Thresh,Ornn,RekSai,Viktor,Ezreal,Yuumi
Aatrox,Graves,Leblanc,MissFortune,Nautilus,Renekton,Elise,Corki,Kalista,Trundle
MonkeyKing,JarvanIV,Akali,Ezreal,TahmKench,Renekton,Nidalee,Rumble,Sivir,Nautilus
Sett,Trundle,Nautilus,Kaisa,Yuumi,Gangplank,LeeSin,Syndra,Ezreal,Bard
Sett,LeeSin,Syndra,Aphelios,Braum,Ornn,Olaf,Galio,Kalista,Rakan
Poppy,Graves,Syndra,Kalista,Braum,Ornn,Ekko,Pantheon,MissFortune,Nautilus
Kayle,RekSai,TwistedFate,Kalista,Nautilus,Ornn,Olaf,Corki,Aphelios,TahmKench
Renekton,Graves,Neeko,MissFortune,Nautilus,Ornn,JarvanIV,Leblanc,Aphelios,Sett
MonkeyKing,Graves,Ekko,Soraka,Leona,Malphite,Sett,Orianna,Ezreal,Thresh
Aatrox,Olaf,Azir,Kalista,Thresh,Ornn,Graves,TwistedFate,Ezreal,Blitzcrank
MonkeyKing,Olaf,TwistedFate,Ezreal,Nautilus,Ornn,Graves,Azir,Aphelios,Thresh
Renekton,Olaf,Syndra,KogMaw,Lulu,Aatrox,JarvanIV,Azir,Senna,TahmKench
Ornn,Trundle,Azir,Aphelios,Leona,Volibear,LeeSin,Fiddlesticks,Syndra,Nautilus
Mordekaiser,Graves,Leblanc,Senna,TahmKench,Renekton,Trundle,Syndra,Kalista,Karma
Ornn,Elise,Lucian,Draven,Rakan,Renekton,Nidalee,Jayce,Kaisa,Braum
Jayce,Olaf,Karma,Ezreal,Yuumi,Volibear,LeeSin,Kassadin,Aphelios,Lulu
MonkeyKing,JarvanIV,Sylas,Ashe,Braum,Renekton,LeeSin,Rumble,Kaisa,Nautilus
Aatrox,RekSai,Neeko,Aphelios,Blitzcrank,Renekton,Olaf,Cassiopeia,Ezreal,Thresh
Volibear,Sett,TwistedFate,Aphelios,Lulu,Aatrox,Graves,Leblanc,Kalista,Bard
Quinn,Olaf,Karma,Aphelios,Nautilus,Renekton,Nidalee,Azir,Ashe,Leona
Aatrox,JarvanIV,Azir,Syndra,Nautilus,Ornn,LeeSin,Kassadin,Aphelios,TahmKench
Ornn,Graves,Talon,Ashe,Braum,Renekton,Kindred,Leblanc,Kalista,Sett
MonkeyKing,Olaf,Syndra,Ezreal,TahmKench,Ornn,Kindred,Azir,Aphelios,Thresh
Aatrox,Trundle,Orianna,Ezreal,Yuumi,Renekton,MonkeyKing,Galio,Twitch,Karma
Jayce,RekSai,Sylas,Aphelios,Nautilus,MonkeyKing,Elise,Syndra,Kalista,Sett
Volibear,Trundle,TwistedFate,MissFortune,Nautilus,MonkeyKing,Graves,Orianna,Aphelios,Braum
Renekton,LeeSin,TwistedFate,Aphelios,Nautilus,Mordekaiser,Trundle,Karma,Ezreal,Braum
Kayle,Olaf,Galio,Aphelios,Nautilus,Ornn,Graves,Leblanc,Kalista,Braum
Pantheon,LeeSin,Orianna,Aphelios,Thresh,Malphite,Trundle,Azir,Ezreal,Yuumi
Ornn,Trundle,Ekko,Kaisa,Nautilus,Aatrox,JarvanIV,Leblanc,Ezreal,Sett
Aatrox,Graves,Karma,Aphelios,Leona,Ornn,Trundle,Corki,Kalista,Thresh
Aatrox,LeeSin,Leblanc,Ashe,Leona,Camille,Elise,Zoe,Kalista,Nautilus
Kayle,Graves,Syndra,Ezreal,Yuumi,Maokai,MonkeyKing,Taliyah,Caitlyn,Senna
Ornn,Kindred,Karma,Aphelios,Nautilus,MonkeyKing,Trundle,Zoe,Ezreal,Braum
Poppy,Trundle,Ekko,Kaisa,Nautilus,Ornn,Graves,Leblanc,Ezreal,Braum
Renekton,LeeSin,Karma,Aphelios,Rakan,Ornn,Trundle,Zoe,Ezreal,Thresh
Mordekaiser,Graves,Ornn,Ashe,Yuumi,Sett,LeeSin,Ekko,Ezreal,Senna
Mordekaiser,Trundle,Pantheon,Aphelios,Karma,Renekton,JarvanIV,Azir,Ezreal,Yuumi
Malphite,Graves,Zoe,MissFortune,Leona,MonkeyKing,Nidalee,Karma,Aphelios,Thresh
Renekton,Trundle,Zoe,Aphelios,Thresh,Maokai,MonkeyKing,Azir,Kalista,Sett
MonkeyKing,Trundle,TwistedFate,Ezreal,Lulu,Malphite,Graves,Azir,Aphelios,Bard
MonkeyKing,LeeSin,Orianna,Kalista,Blitzcrank,Mordekaiser,RekSai,Zoe,Varus,TahmKench
MonkeyKing,LeeSin,Lissandra,Ezreal,Leona,Renekton,Trundle,Leblanc,Aphelios,Thresh
Ornn,Skarner,Azir,Ezreal,Yuumi,Maokai,Graves,Zoe,Aphelios,Lulu
Ornn,Graves,Galio,Kalista,Blitzcrank,Aatrox,Nidalee,Zoe,Aphelios,Thresh
Aatrox,Gragas,Orianna,MissFortune,Nautilus,Ornn,Sett,Azir,Ezreal,Thresh
Ornn,Trundle,Corki,Aphelios,Lulu,Kayle,Gragas,Yasuo,Ezreal,Yuumi
Jayce,Trundle,TwistedFate,Senna,Sion,Camille,Kindred,Galio,Ashe,Karma
Gangplank,Sett,Zoe,Kalista,Nautilus,Chogath,LeeSin,TwistedFate,Ezreal,Braum
Renekton,JarvanIV,Leblanc,Ashe,Bard,Jayce,RekSai,Syndra,Kaisa,Sett
Ornn,Olaf,Zoe,Ezreal,Nautilus,Aatrox,Kindred,Corki,Aphelios,Yuumi
Ornn,LeeSin,Diana,Ezreal,Leona,Sylas,Olaf,Syndra,Aphelios,Thresh
Sett,LeeSin,Corki,Ezreal,Karma,Jayce,Olaf,Leblanc,Aphelios,Nautilus
Mordekaiser,LeeSin,Zoe,Kalista,Leona,Renekton,Nidalee,Qiyana,Aphelios,Braum
Renekton,Kindred,Leblanc,MissFortune,Thresh,MonkeyKing,Sett,Syndra,Draven,Nautilus
Ornn,LeeSin,Syndra,Aphelios,Braum,Vladimir,Trundle,Corki,MissFortune,Thresh
Renekton,LeeSin,Syndra,Aphelios,Nautilus,Jayce,Trundle,Galio,Senna,Maokai
Aatrox,LeeSin,Syndra,Aphelios,Taric,Gangplank,Trundle,Fizz,Kalista,Nautilus
Ornn,LeeSin,Galio,Kaisa,Nautilus,Sett,Trundle,Syndra,Ashe,Thresh
Renekton,Graves,Karma,Ziggs,TahmKench,Aatrox,Nidalee,Velkoz,Aphelios,Leona
MonkeyKing,LeeSin,TwistedFate,Ezreal,Bard,Malphite,Trundle,Azir,Ashe,Thresh
Sett,LeeSin,Lissandra,Aphelios,Thresh,Ornn,Olaf,Leblanc,MissFortune,Yuumi
Ornn,Trundle,Vladimir,Ezreal,Yuumi,MonkeyKing,Gragas,Yasuo,Sivir,Karma
Darius,RekSai,Cassiopeia,Aphelios,Thresh,Aatrox,Trundle,Orianna,Ezreal,Bard
Aatrox,Nidalee,Galio,Aphelios,Thresh,Ornn,Graves,Corki,MissFortune,Nautilus
Aatrox,Nidalee,Leblanc,MissFortune,Yuumi,Renekton,Trundle,Zoe,Ezreal,Lulu
Ornn,Sett,Kassadin,Kalista,Thresh,MonkeyKing,Ekko,Lulu,Aphelios,Yuumi
Aatrox,Trundle,Viktor,MissFortune,Leona,Ornn,LeeSin,Azir,Aphelios,TahmKench
Aatrox,Graves,Orianna,MissFortune,Sett,MonkeyKing,Olaf,Fizz,Aphelios,Yuumi
Jayce,LeeSin,Orianna,Aphelios,Thresh,Camille,Olaf,TwistedFate,Ezreal,Yuumi
Ornn,RekSai,Vladimir,Aphelios,Nautilus,Camille,Graves,Galio,Ezreal,Thresh
Mordekaiser,LeeSin,Cassiopeia,Aphelios,Thresh,Renekton,Trundle,Corki,Ezreal,Karma
Ornn,Kindred,Karma,Aphelios,Soraka,Renekton,Graves,Orianna,Kalista,Sett
Jayce,Gragas,Corki,Aphelios,Braum,Renekton,Trundle,Azir,MissFortune,Yuumi
Sett,LeeSin,Akali,Kalista,Taric,Ornn,Trundle,Syndra,Ezreal,Karma
Renekton,RekSai,Zoe,Aphelios,Leona,Maokai,Kindred,Leblanc,Ezreal,Nautilus
Ornn,Trundle,Ekko,Aphelios,Braum,Poppy,Gragas,Yasuo,Syndra,Nautilus
Renekton,Elise,Azir,Aphelios,Thresh,Mordekaiser,Trundle,Corki,MissFortune,Leona
Jayce,LeeSin,Syndra,Aphelios,Nautilus,Ornn,Olaf,Galio,Kalista,Sett
Mordekaiser,Graves,Ekko,Aphelios,Thresh,MonkeyKing,Trundle,Syndra,Ezreal,Leona
Aatrox,Trundle,Zoe,Kalista,Taric,Ornn,LeeSin,Azir,MissFortune,Nautilus
Ornn,Elise,Zed,Aphelios,Thresh,MonkeyKing,Trundle,Zoe,Ziggs,Pantheon
Aatrox,LeeSin,Azir,Ezreal,Yuumi,Hecarim,Graves,Rumble,Sivir,Karma
Ornn,LeeSin,Lissandra,MissFortune,Nautilus,Gangplank,Sylas,Leblanc,Aphelios,Thresh
Poppy,Trundle,Kassadin,Lucian,Yuumi,Jayce,LeeSin,Zoe,Ezreal,Pantheon
Sylas,Ekko,Graves,Ezreal,Braum,Kennen,Olaf,Qiyana,Aphelios,Thresh
Renekton,JarvanIV,Azir,Kalista,Alistar,Ornn,Trundle,Ziggs,MissFortune,Leona
MonkeyKing,Graves,Syndra,Ezreal,Bard,Renekton,JarvanIV,Galio,Aphelios,Lulu
Vladimir,Kindred,Karma,Aphelios,Nautilus,Jayce,Olaf,Corki,Kalista,Gragas
Lucian,Graves,Galio,Senna,Maokai,Jayce,LeeSin,Cassiopeia,Ezreal,Yuumi
Renekton,Karthus,Pantheon,Aphelios,Yuumi,Lucian,Ekko,Zoe,Senna,Sett
Mordekaiser,RekSai,Zoe,Aphelios,Bard,Camille,Graves,TwistedFate,Ezreal,Sett
Olaf,Ekko,Pantheon,Kalista,Taric,Aatrox,LeeSin,Galio,Senna,Sett
Aatrox,Sejuani,Sylas,Aphelios,Braum,Ornn,RekSai,Kassadin,MissFortune,Bard
Pantheon,Elise,Azir,Aphelios,Sett,MonkeyKing,Graves,Karma,Ezreal,Thresh
Ornn,Olaf,Leblanc,Varus,Yuumi,Aatrox,Nidalee,Sylas,Kalista,Karma
Gangplank,LeeSin,Zoe,Kalista,Taric,Renekton,Trundle,Azir,MissFortune,Nautilus
Ornn,LeeSin,Syndra,Aphelios,Lulu,Janna,Olaf,Ekko,Ezreal,Yuumi
Kayle,Olaf,Leblanc,Aphelios,Nautilus,Ornn,RekSai,Zoe,Ezreal,Yuumi
Pantheon,Sejuani,Akali,Varus,Thresh,Rumble,LeeSin,Leblanc,Aphelios,Braum
Fiora,Nidalee,Orianna,Kalista,Sett,Aatrox,Graves,Leblanc,Aphelios,Thresh
Maokai,Kindred,Cassiopeia,Ezreal,Sett,MonkeyKing,Elise,Leblanc,Aphelios,Thresh
Shen,Gragas,Leblanc,Ezreal,Yuumi,Vladimir,Graves,Lissandra,Kalista,Taric
Sett,Trundle,Zoe,Ezreal,Yuumi,MonkeyKing,LeeSin,Kassadin,Aphelios,Lulu
Ornn,JarvanIV,Leblanc,Xayah,Rakan,Yorick,Trundle,Syndra,MissFortune,Leona
Aatrox,Graves,TwistedFate,Yasuo,Gragas,Kennen,LeeSin,Zoe,Ezreal,Karma
Ornn,Trundle,Leblanc,Aphelios,Nautilus,Mordekaiser,Graves,Syndra,Ashe,Thresh
Sett,JarvanIV,Viktor,Aphelios,Lulu,Jayce,Olaf,TwistedFate,Ezreal,Yuumi
Sett,Sejuani,Azir,Kalista,Thresh,Ornn,Graves,Zoe,Varus,Nautilus
Maokai,RekSai,Cassiopeia,Aphelios,Lulu,Ornn,Volibear,Orianna,Ezreal,Yuumi
Gangplank,LeeSin,Zoe,Kalista,Thresh,Ornn,Sejuani,Rumble,Varus,Nautilus
MonkeyKing,Olaf,Galio,Aphelios,Lulu,Malphite,Graves,Corki,Ezreal,Karma
Urgot,Trundle,Zoe,Aphelios,TahmKench,Ornn,Gragas,Tristana,Kalista,Thresh
Jax,Trundle,Syndra,Varus,Karma,Ornn,Graves,Neeko,Kalista,Fiddlesticks
Sion,LeeSin,Karma,Aphelios,Nautilus,MonkeyKing,Trundle,Orianna,Ezreal,Thresh
Ornn,Trundle,Rumble,Kalista,Taric,Mordekaiser,JarvanIV,Corki,Varus,Karma
Jayce,Olaf,Corki,Syndra,Yuumi,MonkeyKing,Kindred,Rumble,Senna,Sett
Aatrox,Trundle,Kassadin,Ezreal,Yuumi,Mordekaiser,LeeSin,Galio,Aphelios,Thresh
Aatrox,JarvanIV,Azir,MissFortune,Nautilus,Ornn,Gragas,Tristana,Varus,Thresh
Renekton,Trundle,Cassiopeia,MissFortune,Nautilus,Ornn,Kindred,TwistedFate,Aphelios,Leona
Jayce,LeeSin,Syndra,Kaisa,Thresh,Ornn,Trundle,Leblanc,Jinx,TahmKench
Aatrox,Trundle,Karma,Ezreal,Yuumi,Renekton,LeeSin,Zoe,Aphelios,Senna
Ornn,Trundle,Xerath,Varus,Thresh,Maokai,Graves,Zoe,MissFortune,Yuumi
Jayce,Olaf,Syndra,Aphelios,Karma,Camille,Graves,Galio,Senna,Maokai
MonkeyKing,Pantheon,Xerath,Senna,Maokai,Aatrox,Graves,Zoe,Ezreal,Nautilus
Gragas,Trundle,Orianna,Aphelios,Nautilus,MonkeyKing,LeeSin,TwistedFate,Ezreal,Yuumi
Vladimir,Trundle,Syndra,Varus,Karma,Ornn,Graves,Rumble,Kalista,Thresh
Mordekaiser,Trundle,Cassiopeia,Ezreal,Thresh,Volibear,Kindred,TwistedFate,Aphelios,Braum
Hecarim,Trundle,Leblanc,Ezreal,Karma,Aatrox,MonkeyKing,Neeko,Aphelios,Thresh
Ornn,Trundle,Orianna,Ezreal,Rakan,Volibear,Nidalee,TwistedFate,Ashe,Thresh
Renekton,LeeSin,Lissandra,Aphelios,Leona,MonkeyKing,Trundle,Leblanc,MissFortune,Nautilus
Aatrox,RekSai,Corki,Varus,Thresh,Jayce,Trundle,Syndra,MissFortune,Blitzcrank
Ornn,Nocturne,TwistedFate,Ezreal,Sett,Volibear,Trundle,Galio,Aphelios,Braum
Sylas,Trundle,Azir,Yasuo,Gragas,MonkeyKing,LeeSin,Ekko,Ezreal,Braum
Mordekaiser,Trundle,Orianna,MissFortune,Blitzcrank,Renekton,Ekko,Pantheon,Aphelios,Thresh
Renekton,Trundle,Orianna,Xayah,Rakan,Aatrox,LeeSin,Azir,Kalista,Leona
Gnar,Trundle,Ziggs,Aphelios,Nautilus,Ornn,RekSai,Galio,MissFortune,Yuumi
Ornn,JarvanIV,Corki,Aphelios,Bard,Aatrox,LeeSin,Syndra,Kalista,Thresh
Maokai,RekSai,Syndra,MissFortune,Nautilus,Mordekaiser,Graves,Galio,Aphelios,Thresh
Pantheon,Elise,Corki,Aphelios,Nautilus,Ornn,LeeSin,Azir,Ezreal,Thresh
Aatrox,LeeSin,Syndra,Kalista,Taric,Mordekaiser,Graves,Galio,Aphelios,Nautilus
Aatrox,Graves,Syndra,Ezreal,Nautilus,Ornn,Trundle,Leblanc,MissFortune,Thresh
MonkeyKing,Trundle,Viktor,Aphelios,Braum,Gangplank,Kindred,Karma,Ezreal,Bard
Gnar,Trundle,Azir,MissFortune,Taric,Ornn,RekSai,Zilean,Aphelios,Thresh
Hecarim,Trundle,Ekko,Jhin,Bard,Aatrox,JarvanIV,Syndra,Ezreal,Yuumi
Volibear,Graves,Azir,Kalista,Nautilus,Irelia,Trundle,Zoe,Ashe,TahmKench
Jayce,JarvanIV,Leblanc,Kalista,Thresh,Jax,RekSai,Syndra,Aphelios,Nautilus
Ornn,Trundle,TwistedFate,MissFortune,Yuumi,Camille,Kindred,Azir,Aphelios,Nautilus
Renekton,LeeSin,Syndra,Ezreal,Leona,Jax,Graves,Ekko,Ashe,Braum
Hecarim,Trundle,Syndra,Ezreal,Nautilus,MonkeyKing,Taliyah,Qiyana,Aphelios,Thresh
MonkeyKing,Graves,TwistedFate,Kalista,Sett,Mordekaiser,LeeSin,Azir,Aphelios,Thresh
MonkeyKing,JarvanIV,Akali,Ezreal,Thresh,Hecarim,Trundle,Zoe,MissFortune,Nautilus
Lucian,LeeSin,Syndra,Aphelios,Yuumi,MonkeyKing,Trundle,Zoe,Ezreal,Senna
MonkeyKing,Nidalee,Irelia,Kaisa,Sett,Hecarim,Graves,Ziggs,MissFortune,Bard
Mordekaiser,LeeSin,Zoe,Kalista,Taric,Aatrox,Elise,Qiyana,Ashe,Nautilus
Malphite,Graves,Galio,Ezreal,Nautilus,MonkeyKing,Trundle,Corki,Aphelios,Thresh
Vladimir,LeeSin,Zoe,Kaisa,Leona,Kennen,Olaf,Ekko,Aphelios,Nautilus
Ornn,RekSai,Neeko,Aphelios,Thresh,Sylas,LeeSin,Pantheon,Varus,Braum
Renekton,LeeSin,Leblanc,Aphelios,Thresh,MonkeyKing,Graves,Syndra,Ezreal,Leona
Kennen,Graves,Rumble,Senna,TahmKench,Sylas,LeeSin,Syndra,Kalista,Sett
Poppy,Graves,Syndra,Kalista,Thresh,Jayce,Trundle,Leblanc,Kaisa,Sett
Vladimir,Graves,Jayce,Aphelios,Thresh,Ornn,Trundle,Viktor,MissFortune,Leona
Lucian,Elise,Ekko,Kalista,Taric,Ornn,Morgana,Azir,MissFortune,Thresh
Quinn,LeeSin,Qiyana,Kaisa,Sett,Renekton,Elise,Leblanc,Aphelios,Thresh
Renekton,Nidalee,Leblanc,Ezreal,Sett,Aatrox,LeeSin,Azir,Aphelios,Karma
Volibear,Graves,Orianna,Ezreal,Yuumi,Soraka,Sett,Azir,Senna,Maokai
Neeko,LeeSin,Rumble,Kalista,Taric,Aatrox,Graves,Ekko,MissFortune,Thresh
Mordekaiser,MonkeyKing,Yasuo,Ezreal,Karma,Renekton,Taliyah,Zoe,Varus,TahmKench
Aatrox,LeeSin,Azir,Aphelios,Nautilus,Ornn,JarvanIV,Orianna,MissFortune,Thresh
Poppy,LeeSin,Orianna,Aphelios,Thresh,Ryze,Ekko,Sett,MonkeyKing,Senna
Camille,Ekko,Azir,Aphelios,Nautilus,Aatrox,Graves,Zoe,Ezreal,Yuumi
Irelia,Gragas,Yasuo,Aphelios,Taric,Lucian,Trundle,Ekko,Ezreal,Braum
MonkeyKing,Kindred,Orianna,Ezreal,Karma,Aatrox,Trundle,Galio,Aphelios,Nautilus
Mordekaiser,Ekko,Sett,Varus,Yuumi,Aatrox,Graves,Galio,Aphelios,Taric
Gangplank,RekSai,Orianna,Aphelios,Thresh,Vladimir,JarvanIV,Azir,Ezreal,Karma
Poppy,Olaf,Syndra,Aphelios,Lulu,Fiora,JarvanIV,Diana,Ezreal,Bard
Ornn,Graves,Galio,Ezreal,Bard,Sion,Trundle,Sylas,Aphelios,Thresh
Jayce,Trundle,Azir,MissFortune,Thresh,Aatrox,Kindred,Heimerdinger,Aphelios,Yuumi
Vladimir,Sett,Zoe,Varus,Karma,Hecarim,LeeSin,Orianna,Ezreal,Yuumi
Sett,Trundle,Rumble,Kalista,Pyke,Aatrox,Ekko,Syndra,Aphelios,TahmKench
Sett,LeeSin,Corki,Syndra,Blitzcrank,Renekton,JarvanIV,Azir,Aphelios,Thresh
Renekton,Graves,Syndra,Aphelios,Galio,Aatrox,Kindred,Karma,Ziggs,Pantheon
MonkeyKing,LeeSin,Zoe,Ezreal,Yuumi,Gangplank,Sett,Corki,Aphelios,Lulu
Aatrox,Trundle,Corki,MissFortune,Thresh,Gnar,Kindred,Azir,Aphelios,Blitzcrank
Jax,Graves,Galio,MissFortune,Leona,Renekton,Trundle,Syndra,Aphelios,Thresh
Poppy,Trundle,TwistedFate,Aphelios,Lulu,Jayce,Nidalee,Cassiopeia,Ezreal,Yuumi
Ornn,Nocturne,Syndra,Kalista,Gragas,Gangplank,Sejuani,Zoe,Aphelios,Thresh
Renekton,Nidalee,Sett,Kalista,Leona,Ornn,Olaf,Leblanc,Aphelios,Nautilus
Aatrox,Kayn,Syndra,Kalista,Taric,Mordekaiser,Trundle,Azir,Aphelios,Bard
Mordekaiser,LeeSin,Ekko,Ezreal,Yuumi,Akali,Trundle,Syndra,Sivir,Nautilus
Karma,Graves,Galio,Kaisa,Nautilus,Sett,Kindred,Cassiopeia,Ezreal,Rakan
Akali,Trundle,Sett,Kalista,Nautilus,Mordekaiser,LeeSin,Syndra,Ezreal,Leona
Renekton,Graves,Ekko,Kaisa,Thresh,Sett,Trundle,Orianna,Ezreal,Leona
Ornn,Graves,Kassadin,Varus,TahmKench,Renekton,Nidalee,Corki,Varus,Thresh
Ornn,Nidalee,Azir,Aphelios,Nautilus,Camille,Olaf,Syndra,Ezreal,Yuumi
Jayce,Elise,Syndra,Aphelios,Leona,Camille,Trundle,Azir,Ziggs,Nautilus
Hecarim,Olaf,Karma,Varus,Leona,MonkeyKing,Graves,Corki,Sivir,Sett
Ornn,Graves,Karma,Ezreal,Bard,MonkeyKing,LeeSin,Leblanc,Aphelios,Leona
Renekton,Sett,Cassiopeia,Ezreal,Yuumi,Camille,Olaf,Galio,Kalista,Thresh
Ornn,RekSai,Karma,Aphelios,Thresh,Gangplank,LeeSin,Syndra,Ezreal,Leona
Jayce,Olaf,Azir,Ezreal,Thresh,MonkeyKing,LeeSin,Orianna,Kalista,Sett
Mordekaiser,RekSai,Sylas,Sivir,Yuumi,Ornn,JarvanIV,Syndra,Varus,Alistar
Hecarim,Trundle,Lissandra,Aphelios,Thresh,MonkeyKing,Ekko,Leblanc,Ezreal,Leona
Camille,Graves,Leblanc,Senna,Maokai,Aatrox,Fiddlesticks,Qiyana,Kalista,Nautilus
Aatrox,LeeSin,Zoe,Ezreal,Yuumi,MonkeyKing,Graves,TwistedFate,Aphelios,Nautilus
Aatrox,JarvanIV,Ziggs,MissFortune,Thresh,Gnar,Sett,Azir,Aphelios,Karma
Renekton,Graves,Syndra,MissFortune,TahmKench,Aatrox,Trundle,Leblanc,Kalista,Nautilus
Ornn,Graves,Leblanc,Ezreal,Braum,Poppy,Taliyah,Renekton,Sivir,Nautilus
Aatrox,JarvanIV,Azir,MissFortune,Thresh,Ornn,Pantheon,Ziggs,Senna,TahmKench
Renekton,Ekko,Jayce,Ezreal,Sett,Aatrox,Graves,Leblanc,Kaisa,Nautilus
Sett,Elise,Pantheon,Kaisa,Nautilus,MonkeyKing,Trundle,Ekko,Varus,Thresh
MonkeyKing,LeeSin,Rumble,Aphelios,Thresh,Mordekaiser,Graves,Zoe,Kalista,Nautilus
MonkeyKing,Graves,Karma,Ezreal,Bard,Ornn,LeeSin,Leblanc,Aphelios,Janna
Mordekaiser,Ekko,Pantheon,Lucian,Yuumi,Renekton,Graves,Neeko,Ezreal,Nautilus
MonkeyKing,Graves,Galio,Ezreal,Taric,Ornn,LeeSin,Corki,Aphelios,Nautilus
Renekton,Trundle,Fiddlesticks,Aphelios,Nautilus,Rumble,JarvanIV,Orianna,Kalista,Thresh
Poppy,Ekko,Pantheon,Kalista,Sett,Ornn,Graves,Neeko,Ashe,TahmKench
Kennen,RekSai,Syndra,Ezreal,Bard,Neeko,LeeSin,Zoe,Aphelios,Zilean
Aatrox,LeeSin,Zoe,Ezreal,Sett,Jayce,Trundle,Orianna,Aphelios,Nautilus
Kayle,Graves,Zoe,Senna,Pantheon,Ornn,JarvanIV,Orianna,Kalista,Taric
Sett,Graves,Viktor,Aphelios,Thresh,Renekton,Ekko,MonkeyKing,Veigar,Nautilus
Renekton,Graves,Galio,Ezreal,Leona,Ornn,Elise,Lucian,Aphelios,Thresh
Aatrox,RekSai,Zoe,Aphelios,Sett,Olaf,Karthus,Pantheon,Varus,Nautilus
Camille,Trundle,TwistedFate,Aphelios,Thresh,Renekton,Sett,Zoe,Ezreal,Bard
Ornn,Trundle,Azir,Kalista,Thresh,Volibear,LeeSin,Corki,Aphelios,Leona
Mordekaiser,RekSai,Zoe,Sivir,Sett,Jax,Nidalee,Ornn,Ezreal,Karma
